,tokenId,marketplace,block,token,price,rarity
5233,813,seaport,16646877,ETH,72.2,205963781.420628
5239,7973,x2y2,16644564,ETH,99.99,721566.7402412851
5241,7989,x2y2,16644313,ETH,82.0,508675763.8719305
5251,3969,x2y2,16641756,ETH,90.0,215250441.03208798
5258,6466,blur,16640396,ETH,87.56,4860954.569517943
5264,1505,seaport,16639787,ETH,90.25,3065797141.1759996
5265,4839,blur,16639474,ETH,75.37125,103098420.95981762
5270,1273,x2y2,16638898,ETH,93.25,10497305.410327999
5288,2117,x2y2,16637032,ETH,169.69,1490551.1088650005
5301,9935,blur,16635518,ETH,76.3563,2142188777.1094139
5306,5426,blur,16634773,ETH,85.57,2872102760.1919994
5310,5988,blur,16634695,ETH,76.615,327159243.30375
5322,7305,seaport,16633585,ETH,70.99996,13626450719.9744
5326,9016,blur,16631639,ETH,72.1375,79909853.9899968
5328,5662,seaport,16631050,,1e-18,2699049300480.0005
5329,8357,seaport,16628028,ETH,71.725,44183533.204742014
5330,1975,blur,16627789,ETH,70.9899665,1448576993.3959837
5336,8517,blur,16620046,ETH,71.000016,238955460.21103674
5349,7445,seaport,16613761,ETH,79.699965,258677111.07807478
5351,4252,x2y2,16609184,ETH,132.5,822181327967.9999
5355,8445,seaport,16606307,ETH,74.1,704067424.6809026
5360,8209,seaport,16604967,ETH,74.1,67697562.69598784
5361,3293,seaport,16604215,ETH,95.0,23616704798.975998
5362,1455,seaport,16602939,ETH,72.80002,33436493496.806396
5363,2764,x2y2,16602442,ETH,154.2,52221709.91756879
5369,8918,seaport,16591102,ETH,159.2,49396908.05921664
5370,1280,seaport,16591045,ETH,77.9,64712963.88317359
5371,3690,seaport,16590939,ETH,77.9,173880373.2708042
5372,5078,seaport,16589840,ETH,74.765,634393247.8980097
5373,2444,x2y2,16589661,ETH,80.0,74094378209.28001
5374,8327,seaport,16589631,ETH,76.0,119822943.43869697
5375,7525,seaport,16589544,ETH,74.4496,406666656.04207104
5381,4336,blur,16587346,ETH,84.376,413340957.9813287
5382,9617,x2y2,16586631,ETH,75.0,25965198.99432144
5386,5744,x2y2,16584702,ETH,108.0,7505633.608704
5387,3694,x2y2,16583900,ETH,88.0888,18232851779.7888
5388,2793,x2y2,16582597,ETH,85.0,21989735.7399776
5404,9863,blur,16578407,ETH,72.32655,5324335.970217821
5406,7730,seaport,16578361,ETH,76.0,9046681.545756154
5407,2442,x2y2,16578184,ETH,84.39,20437101.1014912
5409,7090,x2y2,16577961,ETH,800.0,36779946.6496
5413,9724,looksrare,16575664,WETH,67.228,101776449545.1
5418,7841,seaport,16574822,ETH,74.1,178905172.46911848
5423,8315,x2y2,16574503,ETH,81.0,519402519.545442
5426,5115,seaport,16573722,ETH,73.635925,841604547.4569215
5433,5547,blur,16571953,ETH,75.9999905,82033695.8273504
5438,3603,x2y2,16571692,ETH,92.5,7378943954.342401
5439,3986,seaport,16571189,ETH,80.75,10581812034.300001
5441,3764,x2y2,16570667,ETH,92.0,423043734.46233606
5446,2003,looksrare,16568164,WETH,71.442,333627996.5712
5447,6498,seaport,16567938,ETH,75.81,538047141.121152
5454,9803,x2y2,16564992,ETH,72.0,125043978400.12799
5455,7718,seaport,16564850,USDC,1.395e-07,1220730.5954774143
5457,9286,blur,16564621,ETH,72.635,86362886.12435527
5458,8293,blur,16564621,ETH,76.9999655,14387874133.248
5459,4673,seaport,16564621,ETH,99.75,56346775481.303986
5460,4024,seaport,16564621,ETH,89.11,5340363191.100001
5461,2929,seaport,16564621,ETH,95.0,126187612.48548
5462,2059,seaport,16564621,ETH,126.0555,26208705.243216597
5463,128,seaport,16564621,ETH,123.4905,31633272.912383996
5464,9299,looksrare,16564621,WETH,83.3,159131786.7896064
5467,2264,seaport,16563727,ETH,70.3,1216872056.2263408
5468,653,seaport,16559946,ETH,3.23375,2676048127.6613755
5469,4152,blur,16559602,ETH,79.186478,14920866.63486702
5471,3951,x2y2,16557670,ETH,74.0,57896817.101381294
5474,6830,blur,16556045,ETH,72.58525,1533519151.2384307
5475,27,x2y2,16554205,ETH,80.73,1821700996.7940404
5477,9265,seaport,16552758,ETH,75.990025,284825352.70331997
5481,4890,blur,16552672,ETH,135.01155,318098.9774898935
5485,7224,seaport,16551675,ETH,69.35,165210401.62851837
5501,6731,seaport,16548792,WETH,73.8,228594992.90664968
5503,7311,blur,16547013,ETH,75.61005,2858336575.4459996
5505,3150,seaport,16546812,ETH,74.575,2409732.3573296065
5506,8020,seaport,16546812,ETH,79.999975,78837147.72648
5507,9996,seaport,16546812,ETH,71.725,838232139.9868414
5508,3555,blur,16546195,ETH,72.58525,3183106.4381167777
5509,7409,blur,16545889,ETH,70.1475,8263144691.648
5510,6227,blur,16545889,ETH,70.000041,706570600.3918848
5511,5139,blur,16545889,ETH,68.343366,1550023592.8320003
5512,4570,blur,16545889,ETH,68.7999715,19786767834.308796
5513,1755,blur,16545889,ETH,69.65,160858099.50124994
5521,7670,looksrare,16533722,WETH,68.96162,1827785724.5024
5524,6431,seaport,16531337,ETH,68.875,17283419740.488
5525,8583,seaport,16531168,ETH,69.00002,46347581.065299086
5529,8483,x2y2,16528662,ETH,310.0,1280660757.3760002
5530,5479,seaport,16525376,ETH,71.2025,80253104.743448
5534,612,seaport,16523106,ETH,2.786,46091224.246344276
5535,2529,seaport,16522305,WETH,76.0,51327219.00580485
5536,8914,blur,16521541,ETH,68.726242,146288535.617952
5537,1928,x2y2,16521490,ETH,70.0,36514105072.8
5540,1763,blur,16521354,ETH,76.615,378506452.4930303
5543,1266,seaport,16518232,ETH,68.3525,44194563803.520004
5545,204,seaport,16517637,WETH,105.0,21175363440.000008
5547,6004,seaport,16516774,WETH,70.0,91423584.11201398
5548,8624,seaport,16516071,ETH,84.0275,54610252.26383998
5550,7354,blur,16515173,ETH,61.69,33450066.339471944
5554,5840,seaport,16512221,ETH,497.5,22177872360.0
5557,2940,x2y2,16511356,ETH,85.0,3507836.49216
5558,4656,seaport,16511187,ETH,98.8,3070823580.468
5559,209,seaport,16511063,ETH,68.21,20995460029.440002
5560,9595,seaport,16510106,ETH,84.4436,30166908.715007998
5561,9915,blur,16509635,ETH,66.665,18826250.227544498
5562,6418,x2y2,16509240,ETH,75.0,10068451662.515398
5563,486,blur,16509218,ETH,72.799971,1688274511.5230277
5568,493,seaport,16506683,ETH,75.05,3031485.642134344
5569,3805,seaport,16504640,ETH,4.975,624566629.908
5571,7431,blur,16504030,ETH,69.20225,550769777.445888
5575,4281,looksrare,16502304,WETH,298.9,242917141.61399993
5576,829,blur,16501997,ETH,74.625,56827027.81139999
5577,1078,seaport,16501784,ETH,71.59998,1290604921.2362053
5580,1709,x2y2,16501573,ETH,63.0,10764410851.26
5586,8361,x2y2,16498985,ETH,107.0,8639912.9101824
5587,1065,seaport,16498943,ETH,69.32245,3581122299.955199
5591,2311,x2y2,16496078,ETH,63.0403,5217289672.391595
5594,359,seaport,16493841,ETH,69.3025,18743381802.432003
5595,3847,seaport,16493840,ETH,68.257025,264807858.16765437
5599,2567,x2y2,16491780,ETH,72.0,5920875372.719999
5601,3142,blur,16490294,ETH,68.9535,20148907419.264
5604,9147,blur,16487712,,66.1675,92164895.990856
5605,4403,seaport,16487593,ETH,85.2055,1786890055.6655996
5606,717,seaport,16485902,ETH,70.091,240737756.73655492
5607,1369,blur,16485698,ETH,70.1475,21416992562.916
5609,3851,seaport,16483974,ETH,69.899955,1523548813.0098627
5612,571,blur,16482239,ETH,69.053,49596925285.37601
5613,6611,blur,16481891,ETH,68.875094,16155739890.575998
5615,2752,looksrare,16481438,WETH,66.881962,181069645.9847184
5621,9419,seaport,16479550,ETH,69.73,115245627.87740473
5626,6180,seaport,16476365,ETH,69.549975,5736528794.016
5630,655,looksrare,16471321,WETH,70.56,261543945.84200683
5638,1556,x2y2,16464395,ETH,145.0,2721411.9659865587
5639,6452,seaport,16464151,ETH,68.875,20546684343.590633
5644,6060,seaport,16463165,ETH,77.9,553693696.8571007
5645,2526,x2y2,16462869,ETH,120.0,253333530.45000002
5646,1228,looksrare,16462753,WETH,69.58,144084858.27249023
5650,4940,blur,16461617,ETH,71.6400995,958093740.7384115
5656,1534,seaport,16459516,ETH,73.15,40871124.733824
5657,5,x2y2,16458771,ETH,194.2,67581739.05021
5661,9400,blur,16456875,ETH,75.0000155,3104369540.9820004
5671,8221,seaport,16456460,ETH,72.2,783577727.6096
5672,5462,looksrare,16454291,WETH,67.058362,680295307.9259304
5684,5082,seaport,16450804,ETH,73.15,509706911.9374849
5685,1935,x2y2,16450754,ETH,74.0,36323858.979408
5686,1835,seaport,16450576,ETH,95.0,58538153.0606257
5687,298,seaport,16450457,WETH,92.0,280481237.2529999
5692,6407,looksrare,16449832,WETH,65.647848,5903764709.220001
5697,1847,looksrare,16449185,WETH,64.925,81586761624.576
5698,1612,x2y2,16449183,ETH,76.5,795248113.1400001
5701,5167,blur,16448641,ETH,65.67,24170845.198120173
5705,1326,blur,16447061,ETH,65.67,131202951.58631699
5709,9018,x2y2,16446170,ETH,96.0,948018576.3393947
5725,4552,looksrare,16442637,WETH,70.349986,253495845.95005444
5726,7443,seaport,16442586,ETH,130.055,597678184.7855
5734,3959,blur,16439112,ETH,65.9685,33286541.279145442
5736,8967,x2y2,16437362,ETH,65.5,219186134.268192
5737,9991,blur,16436939,ETH,70.253965,169599882.89470464
5738,9628,x2y2,16436512,ETH,76.0,110997507849.52322
5739,9541,x2y2,16436433,ETH,135.0,457725154.6159237
5740,9594,looksrare,16436366,WETH,68.0316,679925326.1289984
5748,5172,blur,16434320,ETH,68.1575,12658826330.304
5750,5663,blur,16433405,ETH,72.635,3148972.8308024816
5753,9234,blur,16430647,ETH,253.5,41599408.430999994
5754,4544,x2y2,16429512,ETH,85.0,745325613.9784
5755,3944,blur,16428634,ETH,71.1425,44691479239.67999
5757,5950,seaport,16428226,ETH,71.25,591560149.4920179
5759,3683,x2y2,16427734,ETH,72.0,11476600773.084
5760,9592,blur,16427616,ETH,69.72562,316733922.4445971
5762,284,blur,16426953,ETH,71.999991,297071485.8166809
5769,5465,seaport,16424547,WETH,70.1,92927502.50097601
5770,1856,blur,16424440,,66.35655,50588124974.091995
5773,4678,seaport,16422412,WETH,70.5,650496069.569618
5775,1863,x2y2,16421569,ETH,78.0,2108381273.8560004
5783,4025,x2y2,16419877,ETH,395.0,261724176000.00006
5784,4888,blur,16419655,ETH,69.79925,366638882.827224
5785,7910,x2y2,16419039,ETH,90.0,564909493590.0
5786,4392,x2y2,16418680,ETH,94.2069,1274888002080.0
5790,5943,x2y2,16416770,ETH,70.0,5452722304.785599
5793,4341,blur,16415247,ETH,75.0000155,125989817.8268083
5794,1886,blur,16414564,ETH,68.655,283303683.27221394
5799,408,x2y2,16413660,ETH,70.5,3177555747.5429215
5808,3256,seaport,16412424,ETH,76.475,5433679486.019399
5811,9815,x2y2,16411685,ETH,98.88,23079391.685038082
5813,3064,seaport,16410990,ETH,128.6496555,14245957.268524798
5818,6284,x2y2,16408623,ETH,80.0,9672435429.888002
5819,5407,seaport,16408602,WETH,75.0,44620342.421833575
5820,2237,x2y2,16407507,ETH,90.0,420273484487.99994
5845,1494,blur,16406485,,71.441,543626181.69552
5846,3961,blur,16405350,ETH,80.595,55908305.707023
5850,9830,seaport,16403272,ETH,90.25,5657962.122377499
5851,5276,seaport,16402487,ETH,73.15,3476653678.336
5854,32,x2y2,16401542,ETH,105.0,578907137.6488857
5856,131,x2y2,16401462,ETH,93.5,125048283849.21597
5874,9810,x2y2,16396726,ETH,85.0,541584553066.0991
5875,1965,seaport,16395136,ETH,86.6685,72630863854.16399
5881,4795,blur,16391145,ETH,76.615,38304128.1905832
5884,6651,blur,16390764,ETH,73.6101,342292357.2678998
5885,3059,blur,16390764,ETH,73.1325,1190563502.9172268
5886,9280,looksrare,16390232,WETH,77.388836,73868056.19676815
5888,9909,seaport,16389713,WETH,75.0,54406411.108684786
5889,440,looksrare,16389393,WETH,73.5,131925382.452864
5890,6868,seaport,16389352,ETH,77.989965,25970344807.68
5892,4687,x2y2,16388769,ETH,140.69,282769479299.99994
5902,3434,blur,16387933,,74.1275,100875872.1540096
5907,3291,seaport,16387582,WETH,79.7651,2438443691.4240003
5908,6784,blur,16387301,,77.95825,518098908.706704
5909,3520,blur,16387200,,78.1473,4473512389.3824
5910,6073,x2y2,16387053,ETH,83.8274,160590732.74711278
5912,9244,seaport,16386078,ETH,80.75,164224997.9196916
5913,7930,seaport,16384915,ETH,82.58502,2171173581.5795517
5915,127,blur,16384093,ETH,81.0726,5521248835.278001
5919,3712,blur,16381393,ETH,82.585,869631877.2004863
5922,2699,seaport,16378552,ETH,80.75,10681137.933536328
5923,1220,x2y2,16378276,ETH,81.0,5278024152.6684675
5925,7576,x2y2,16376345,ETH,200.0,5287288.610592
5926,3921,seaport,16375367,ETH,79.1635,80727661254.23997
5927,3010,seaport,16374634,WETH,82.5,968898327.75
5928,4184,x2y2,16374399,ETH,94.0,4965310162.19949
5930,2921,blur,16374021,ETH,84.9999645,1052783251.52
5931,5429,x2y2,16373901,ETH,130.0,108242688.4827557
5949,1977,looksrare,16367563,WETH,85.1424,266472904.98194796
5962,9119,blur,16366223,ETH,76.490028,75442280.00400001
5965,3412,blur,16365767,ETH,83.33125,4580394972.876801
5966,169,looksrare,16365568,WETH,82.284426,128276021.08882082
5967,4306,blur,16365441,ETH,80.595,4882024656.432002
5968,1331,blur,16365223,,78.605,64293560.46025919
5973,4086,looksrare,16362701,WETH,95.06,153639129.735936
5975,2725,blur,16362152,ETH,81.9681,1679256766.2960002
5979,4286,x2y2,16357613,ETH,82.80793,897434359.9148225
5981,8477,looksrare,16357438,WETH,115.999954,142616737725.0
5991,4377,seaport,16353712,ETH,95.0,137461722.86246398
5997,548,seaport,16349734,ETH,80.75,4736487.866743986
5999,9661,x2y2,16349461,ETH,80.0,5677167953.241625
6002,8501,blur,16349309,ETH,81.8025,23581000.55735424
6006,2771,seaport,16348814,ETH,87.4,7691842.5597
6007,3367,seaport,16348681,ETH,80.75,1090522062.4057343
6009,9619,x2y2,16348413,ETH,96.0,367046507519.99994
6013,8992,blur,16348112,ETH,80.08755,79483067.284896
6021,7993,seaport,16347379,ETH,83.6,298031560.7539046
6023,4506,x2y2,16347166,ETH,82.5,157301126.87493962
6036,6631,seaport,16346658,ETH,81.7,3800060.596665331
6043,9892,blur,16346337,ETH,83.9900395,314911171.235232
6047,2106,looksrare,16346082,WETH,155.758358,23250134.961493436
6051,6285,blur,16345064,ETH,81.4999525,13430977.0936848
6052,5819,seaport,16344469,ETH,156.75,15589157.460385598
6056,1579,blur,16343564,ETH,80.0975,301331942.78204167
6057,7078,blur,16343440,ETH,77.42493,928465931.9449613
6060,9607,x2y2,16342320,ETH,125.0,4610806409880.0
6061,2217,looksrare,16342086,WETH,78.89,2417564324.5424066
6064,8862,blur,16340753,ETH,79.6,4489922547.36
6067,3429,x2y2,16338659,ETH,148.0,90763579.26046321
6070,2684,x2y2,16336966,ETH,78.5,11025813.734421946
6093,4743,x2y2,16332218,ETH,300.0,6572120.163347199
6094,1271,looksrare,16331850,WETH,77.999964,4793201.712962975
6095,9257,looksrare,16331838,WETH,78.960462,34198503.9493248
6106,8267,seaport,16330078,ETH,79.8,63508580064.463196
6107,4913,blur,16328702,ETH,88.0,1468464940.8000002
6110,7093,looksrare,16328395,WETH,73.000004,11614509803.520002
6111,9904,x2y2,16328129,ETH,81.0,9088044692.9664
6112,7577,seaport,16327857,ETH,80.75,44933510764.8
6118,3655,blur,16327314,ETH,78.8699685,2234587541.4719996
6120,690,blur,16327050,ETH,91.9999885,2320942923.9611998
6121,1952,blur,16326796,ETH,86.25655,62477789.80668827
6124,7578,seaport,16325303,ETH,75.9905,3996278.8790335488
6128,5628,seaport,16325232,ETH,75.05,87765810.84041677
6136,3211,x2y2,16324753,ETH,82.0,11967593.78762394
6143,622,x2y2,16323536,ETH,89.0,4056014.1140736076
6155,4626,x2y2,16320740,ETH,86.0,257868314.6042497
6159,5577,blur,16320513,ETH,74.3,25128689468.09601
6162,6817,seaport,16320464,WETH,95.0,839846829.459456
6165,1624,blur,16319717,ETH,92.92,67928867.0854128
6166,1376,blur,16319376,ETH,82.7,4834421844.333901
6167,7400,blur,16318001,ETH,78.0,1103737410.042624
6172,1588,blur,16316830,ETH,77.922,2885019190.5024
6173,4135,blur,16316772,ETH,78.0,173198289968.0
6174,9519,seaport,16316584,ETH,75.887995,148315348.89513212
6175,7673,seaport,16316462,ETH,72.999995,78398980.71033597
6181,8705,seaport,16314798,ETH,76.95,23978460.12408
6184,7608,x2y2,16314058,ETH,71.3,3617489044.915199
6185,1286,seaport,16312934,ETH,75.990025,2615585.811357303
6191,2518,x2y2,16309196,ETH,72.0,393196454.14397997
6205,6152,x2y2,16305399,ETH,61.88,10234165.858963203
6208,7303,looksrare,16304614,WETH,78.4,20202964.91927999
6212,2657,x2y2,16302193,ETH,79.5813,1870850.2179783776
6220,1402,looksrare,16301313,WETH,69.825,389150295.0500879
6222,6658,blur,16300506,,68.0,192763222.4975276
6235,3089,blur,16295403,ETH,94.8999675,19277320.98600001
6239,3097,x2y2,16292909,ETH,80.0,2815190012.3796
6249,9170,seaport,16291436,WETH,76.5,2182196886.4191284
6268,9698,x2y2,16291265,ETH,76.5,296323102.73167205
6270,9245,looksrare,16289879,WETH,78.4,77232546.75255841
6274,7558,blur,16288477,ETH,79.0,44689764335.897606
6276,9622,blur,16287388,ETH,77.0,41878811290.62399
6277,5984,seaport,16287320,ETH,80.75,1196205370.1402109
6278,8363,seaport,16286780,ETH,88.35,5924641.655265932
6279,5144,seaport,16286753,ETH,77.9,1009685925.448831
6286,4132,blur,16285465,ETH,85.0,93673924.5701376
6287,2538,blur,16285465,ETH,85.0,37809750.13687872
6289,283,blur,16285117,ETH,80.8888,1847968812.693432
6292,6938,x2y2,16284241,ETH,114.0,4358227.826223557
6294,5117,seaport,16283037,ETH,79.8,149601028.2255552
6296,6105,looksrare,16282812,WETH,102.9,138646333.75057918
6311,9615,seaport,16279437,ETH,77.249915,65979618.92660881
6312,1800,seaport,16279278,ETH,76.3496,38920719.00031452
6314,8700,seaport,16278658,ETH,73.1025,1309835025.72
6320,5216,looksrare,16278175,WETH,82.9962,47564880.22771753
6333,5974,blur,16276173,ETH,73.73,81716200.84201264
6340,7426,blur,16274261,ETH,73.125,1243040911.871774
6349,1958,blur,16273896,ETH,73.11525,1381683920.8199997
6350,9019,blur,16273893,ETH,73.5,1358851288.4971313
6360,4970,looksrare,16273185,WETH,70.462,1258384365.878112
6361,2193,blur,16272888,ETH,71.5101,230580442.86631197
6362,2673,x2y2,16272033,ETH,77.5,1865727115.1092796
6363,9568,looksrare,16271969,WETH,70.462,108664255.104867
6364,6866,seaport,16271471,ETH,105.45,312693257183.99994
6367,2463,x2y2,16271062,ETH,73.5,42012414.203760006
6370,687,seaport,16269103,ETH,74.1,80915975.38358206
6371,1301,blur,16265849,ETH,109.69,12025214263.295998
6375,4316,seaport,16264350,ETH,84.55,555944948.769408
6377,8069,blur,16262041,ETH,69.6,3594194255.4935784
6378,6217,blur,16261952,ETH,67.275,6521098545.561601
6382,57,looksrare,16260203,WETH,73.304,10799250.692812981
6387,2307,blur,16259276,ETH,77.98,10030539.342681
6388,1814,blur,16259008,ETH,69.5,704822294.284923
6394,4355,blur,16258053,ETH,88.0,622295201792.0001
6402,5817,blur,16257115,ETH,70.99,1624157636.99245
6403,1179,seaport,16257066,WETH,58.0,7075612321.469999
6404,6940,seaport,16257057,WETH,62.0,7297691930.759997
6426,7829,x2y2,16253342,ETH,74.0,268228147.47821406
6435,1334,blur,16252176,ETH,69.99,31097668.776146714
6443,9732,blur,16250562,ETH,71.24,4300904724.4800005
6460,9459,blur,16249722,,71.39,17959661.550230395
6484,4417,blur,16248465,ETH,79.95,542242142.5710081
6485,6081,seaport,16248377,ETH,76.0,23889030.509735998
6488,4267,seaport,16248251,ETH,71.25,253543964.254848
6491,3336,looksrare,16247707,WETH,71.442,734779282.168285
6493,2877,blur,16247571,ETH,65.99,2070196848.7199998
6504,9614,looksrare,16244857,WETH,76.76634,17469138.98355648
6507,7378,blur,16243595,ETH,69.69,74483976.85345419
6518,241,seaport,16243023,ETH,66.5,89286910.129665
6528,3900,x2y2,16241945,ETH,68.0,986133740.25888
6532,2825,blur,16239000,ETH,68.66,3723054701.0248795
6539,4022,x2y2,16237210,ETH,67.75,518542029.837936
6546,3154,blur,16236008,ETH,68.7,861691702.0182425
6547,4783,blur,16235996,,65.8,581549.8553043378
6557,1603,blur,16234352,ETH,125.0,991261436.4576
6563,2420,x2y2,16233757,ETH,90.0,2722785048.4463987
6565,3325,x2y2,16233190,ETH,77.0,226931555.68614724
6567,575,looksrare,16231808,WETH,66.323166,41128849.318511054
6569,591,x2y2,16231412,ETH,250.0,996284631.6191998
6634,967,looksrare,16227109,WETH,70.679952,35305302.05664001
6672,1296,blur,16224341,ETH,65.11,46088460491.673584
6692,9235,x2y2,16222063,ETH,65.7,7695846233.152
6701,9744,x2y2,16221065,ETH,56.25,1150546994.2343917
6714,2416,x2y2,16219783,ETH,72.0,4211371.788624
6734,3910,seaport,16214923,ETH,64.6,8142236424.42
6735,1878,seaport,16214916,WETH,35.0,187812.80258328628
6736,7609,x2y2,16214901,ETH,120.0,40895364.205696
6741,3114,x2y2,16213858,ETH,75.0,691948856.4258817
6758,9399,blur,16212178,ETH,69.69,17608777121.145596
6791,173,looksrare,16209292,WETH,69.58,1312024200.7014914
6793,1971,blur,16209264,ETH,65.11,102484796.82819839
6809,3596,looksrare,16208225,WETH,69.531,5777025353.879998
6875,3844,seaport,16202106,ETH,75.9905,6903248571.648002
6886,7282,seaport,16201884,WETH,79.1,7961984.405575199
6895,6582,looksrare,16201014,WETH,66.3362,249065298.50324458
6898,4434,seaport,16200371,ETH,77.9,125533627.73360638
6902,8695,looksrare,16199853,WETH,69.041,1493646723.8
6903,8393,x2y2,16199727,ETH,66.33,71110686.4230312
6904,8816,x2y2,16199674,ETH,125.0,1589385978180.0
6905,5696,looksrare,16199494,WETH,71.4175,35559245.51704604
6910,5221,seaport,16199029,ETH,72.000025,5475961358.061122
6917,3908,looksrare,16197952,WETH,71.4175,81625694.12199973
6924,5108,looksrare,16196281,WETH,71.4175,67219561.28032525
6932,935,blur,16195181,ETH,65.03,18866233108.007996
6940,527,seaport,16192472,ETH,64.0205,154619804.78007838
6944,532,looksrare,16191901,WETH,63.847,14621085484.543999
6965,9952,looksrare,16189850,WETH,71.05,230624849.17766336
6989,2846,seaport,16186811,ETH,72.2,13334926.19979595
